capture_mode	event_kind	symbol	timeframe	tick_time	bar_open	shift	bar_high	bar_low	bar_close	v200_b0	v200_b1	v200_b2	v200_b3	v200_b4	v200_b5	v200_b6	v200_b7	v200_b8	v200_b9	v200_b10	v200_b11	v200_b12	v200_b13	v200_b14	v200_b15	v200_b16	v200_b17	v200_b18	v200_b19	v200_b20	v200_b21	v200_b22	v200_b23	v200_b24	v200_b25	v200_b26	v200_b27	v200_b28	v200_b29	v200_b30	v200_b31	v200_b32	v200_b33	v200_b34	v200_b35	v210_b0	v210_b1	v210_b2	v210_b3	v210_b4	v210_b5	v210_b6	v210_b7	v210_b8	v210_b9	v210_b10	v210_b11	v210_b12	v210_b13	v210_b14	v210_b15	v210_b16	v210_b17	v210_b18	v210_b19	v210_b20	v210_b21	v210_b22	v210_b23	v210_b24	v210_b25	v210_b26	v210_b27	v210_b28	v210_b29	v210_b30	v210_b31	v210_b32	v210_b33	v210_b34	v210_b35	v210_b36	v210_b37	v210_b38	v210_b39	v210_b40	v210_b41	v210_b42	v210_b43	v210_b44	v210_b45	v210_b46	v210_b47	v210_b48	v210_b49	v210_b50	v210_b51	v210_b52	v210_b53	bars_calculated_v200	bars_calculated_v210
0	CURRENT_OPEN	US30	PERIOD_M5	1704158400	1704158400	0	37721.699999999997	37721.699999999997	37721.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69880	69880
0	COMPLETED_BAR	US30	PERIOD_M5	1704158700	1704158400	1	37725.199999999997	37718.199999999997	37723.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69881	69881
0	CURRENT_OPEN	US30	PERIOD_M5	1704158700	1704158700	0	37724.199999999997	37724.199999999997	37724.199999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69881	69881
0	COMPLETED_BAR	US30	PERIOD_M5	1704159000	1704158700	1	37741.699999999997	37724.199999999997	37739.199999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69882	69882
0	CURRENT_OPEN	US30	PERIOD_M5	1704159000	1704159000	0	37739.699999999997	37739.699999999997	37739.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69882	69882
0	COMPLETED_BAR	US30	PERIOD_M5	1704159300	1704159000	1	37739.699999999997	37725.699999999997	37725.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69883	69883
0	CURRENT_OPEN	US30	PERIOD_M5	1704159300	1704159300	0	37725.699999999997	37725.699999999997	37725.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69883	69883
0	COMPLETED_BAR	US30	PERIOD_M5	1704159600	1704159300	1	37728.199999999997	37721.199999999997	37726.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69884	69884
0	CURRENT_OPEN	US30	PERIOD_M5	1704159600	1704159600	0	37725.699999999997	37725.699999999997	37725.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69884	69884
0	COMPLETED_BAR	US30	PERIOD_M5	1704159900	1704159600	1	37727.199999999997	37717.199999999997	37717.199999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69885	69885
0	CURRENT_OPEN	US30	PERIOD_M5	1704159900	1704159900	0	37716.199999999997	37716.199999999997	37716.199999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69885	69885
0	COMPLETED_BAR	US30	PERIOD_M5	1704160200	1704159900	1	37717.699999999997	37714.199999999997	37717.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69886	69886
0	CURRENT_OPEN	US30	PERIOD_M5	1704160200	1704160200	0	37716.699999999997	37716.699999999997	37716.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69886	69886
0	COMPLETED_BAR	US30	PERIOD_M5	1704160500	1704160200	1	37722.199999999997	37716.699999999997	37720.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69887	69887
0	CURRENT_OPEN	US30	PERIOD_M5	1704160500	1704160500	0	37721.199999999997	37721.199999999997	37721.199999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69887	69887
0	COMPLETED_BAR	US30	PERIOD_M5	1704160800	1704160500	1	37721.699999999997	37720.699999999997	37721.699999999997	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	0.000000000000	0.000000000000	1704187800.000000000000	NA	1704188100.000000000000	NA	NA	1704189600.000000000000	NA	NA	1704153600.000000000000	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	NA	NA	NA	NA	NA	NA	NA	NA	0.000000000000	0.000000000000	69888	69888
