outcome	representation	k	horizon_minutes	index	outcome_state	censor_reason	anchor_rows	sessions
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	9	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	10	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	11	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	12	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	13	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	14	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	15	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	16	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	17	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	18	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	15	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	19	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	15	0	OBSERVED_COMPLETE	NONE	153	153
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	15	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	1	1
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	20	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	15	0	OBSERVED_COMPLETE	NONE	153	153
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	15	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	1	1
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	21	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	15	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	15	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	30	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	22	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	15	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	15	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	30	0	OBSERVED_COMPLETE	NONE	151	151
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	3	3
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	23	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	10	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	15	0	OBSERVED_COMPLETE	NONE	152	152
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	15	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	2	2
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	30	0	OBSERVED_COMPLETE	NONE	151	151
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	30	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	3	3
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	60	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	60	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	120	0	OBSERVED_COMPLETE	NONE	150	150
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	120	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	4	4
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	240	0	OBSERVED_COMPLETE	NONE	146	146
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	24	240	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	8	8
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	1	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	2	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	5	0	OBSERVED_COMPLETE	NONE	154	154
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	10	0	OBSERVED_COMPLETE	NONE	153	153
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	10	0	SOURCE_PATH_INCOMPLETE	SOURCE_PATH_GAP	1	1
RANGE_REALIZED_CLOSE_VARIATION	RANGE_Z	25	15	0	OBSERVED_COMPLETE	NONE	152	152
